link_id,class,group,position,adt_obs,veh_day_model,implied_k,vcf_am
l_1750,arterial,East,peripheral,22621,141152,0.11902063024257538,4.358283606138562
l_970,arterial,West,boundary,16700,55328,0.11856564488143435,2.047944575333966
l_1148,arterial,East,peripheral,25748,42272,0.1286903860711582,1.0991159829674715
l_1740,arterial,East,boundary,30388,11520,0.20833333333333334,0.24580862440639537
l_192,arterial,CBD,inner,25486,26432,0.15738498789346247,0.7053652253409062
l_341,arterial,West,peripheral,25486,87232,0.13573000733675716,2.3466072475193394
l_1763,arterial,West,peripheral,34625,98560,0.13636363636363635,2.0823237731466397
l_2056,motorway,MWY,boundary,85000,320,1,0.001975930105678378
l_15,arterial,East,peripheral,15177,8032,0.17928286852589642,0.395745508430725
l_560,arterial,West,peripheral,43962,12992,0.16009852216748768,0.16341233012217818
l_587,arterial,East,peripheral,18554,7584,0.16877637130801687,0.2749337176898771
l_732,arterial,East,peripheral,15906,49280,0.1461038961038961,2.33802514702098
l_1760,arterial,West,peripheral,34625,24064,0.1595744680851064,0.4704571789669021
l_2648,arterial,CBD,inner,12793,30272,0.15327695560253699,1.7064298361777896
l_662,arterial,East,peripheral,25486,24192,0.15873015873015872,0.6610267422641132
l_2245,arterial,West,boundary,20224,50976,0.14124293785310735,1.9303795450231236
l_884,arterial,West,peripheral,28195,75648,0.13324873096446702,2.0488527412378543
l_1842,arterial,East,peripheral,25748,41376,0.131477184841454,1.1095117977821056
l_1722,arterial,CBD,inner,12793,24800,0.13548387096774195,1.4465038515778261
l_1678,motorway,MWY,peripheral,90000,118752,0.1441659929938022,1.0616150427234725
l_1801,arterial,East,boundary,20224,56160,0.150997150997151,2.1541049679265676
l_1258,arterial,East,boundary,4804,8832,0.3079710144927536,1.716652627318577
l_280,arterial,East,peripheral,34625,22432,0.14978601997146934,0.4511719006699135
l_1181,motorway,MWY,peripheral,90000,5120,0.21875,0.03322861050355706
l_1843,arterial,East,peripheral,25748,41536,0.1271186440677966,1.123905713515277
l_294,arterial,East,peripheral,10821,40768,0.14521193092621665,2.924167042960934
l_426,arterial,East,peripheral,9627,18304,0.17482517482517482,1.15107575975107
l_1318,arterial,East,boundary,27326,23232,0.13774104683195593,0.5215971956572304
l_521,arterial,East,peripheral,18554,13248,0.1570048309178744,0.48772190100962115
l_2197,motorway,MWY,boundary,90000,160960,0.1143141153081511,1.2219366314926392
l_361,arterial,CBD,inner,21939,63808,0.14794383149448345,1.8851586398893139
l_1418,arterial,East,peripheral,20157,2080,0.23076923076923078,0.07952515680976843
l_987,arterial,East,peripheral,12615,51232,0.15302935665209244,3.24049029287225
l_270,arterial,East,peripheral,30484,143872,0.13456405693950177,3.5962985999526587
l_760,arterial,East,boundary,8479,13120,0.18292682926829268,1.2151519041949643
l_1145,arterial,East,boundary,3000,31296,0.16359918200409,8.174637293877593
l_144,arterial,West,peripheral,16293,43776,0.13157894736842105,1.7123357592744664
l_2109,arterial,East,peripheral,21939,86464,0.15173945225758698,2.652329471330584
l_1554,motorway,MWY,inner,90000,3616,0.17699115044247787,0.028838438089778266
l_637,arterial,CBD,inner,12259,7360,0.1956521739130435,0.4142317516559269
l_1538,arterial,East,peripheral,18554,154336,0.14410118183703088,6.616710101001073
l_939,arterial,East,peripheral,9354,35488,0.1532912533814247,3.1243210051101977
l_196,arterial,West,peripheral,43962,13952,0.13761467889908258,0.19605348664059052
l_694,arterial,East,peripheral,10821,48960,0.14052287581699346,3.4471446403442085
l_2538,arterial,East,boundary,21939,84864,0.14894419306184012,2.5919748092481067
l_400,arterial,West,peripheral,4318,13952,0.1834862385321101,2.341082520291427
l_413,arterial,East,peripheral,24996,34560,0.14814814814814814,1.0213035749930484
l_2322,motorway,MWY,peripheral,90000,672,0.47619047619047616,0.007113636885516428
l_1804,arterial,East,peripheral,9523,17952,0.18716577540106952,1.5861931601018804
l_2058,arterial,East,peripheral,25748,5696,0.2808988764044944,0.20561639623738606
l_2602,motorway,MWY,peripheral,95000,158592,0.14225181598062955,1.3122451521639154
l_1445,arterial,West,peripheral,6000,3520,0.18181818181818182,0.33810456728036337
l_284,arterial,West,peripheral,17823,9600,0.18333333333333332,0.4456184707418288
l_373,arterial,East,boundary,24996,34560,0.14351851851851852,1.0210318853475124
l_847,arterial,West,peripheral,17823,38400,0.14166666666666666,1.5797779353626147
l_2453,arterial,CBD,inner,20224,59200,0.15135135135135136,2.1156162498817714
l_2296,arterial,East,peripheral,27326,44128,0.12690355329949238,0.9094828800612982
l_182,arterial,West,peripheral,16700,5312,0.24096385542168675,0.16554473125294739
l_1270,arterial,West,peripheral,27326,209632,0.10456418867348496,4.874712255716682
l_912,arterial,East,peripheral,10821,50592,0.1454775458570525,3.580471250604626
l_1210,arterial,East,peripheral,21939,87424,0.15373352855051245,2.692413400714396
l_2512,motorway,MWY,peripheral,90000,9248,0.15570934256055363,0.05637173990942818
l_998,arterial,East,peripheral,8771,140064,0.11309115832762166,11.006182179394818
l_726,arterial,West,peripheral,17823,37632,0.1360544217687075,1.5437111820081055
l_418,arterial,West,peripheral,16293,1824,0.17543859649122806,0.09688684301395342
l_1194,arterial,CBD,inner,9523,19488,0.19704433497536947,1.6072580945186627
l_65,arterial,East,peripheral,9627,11360,0.19718309859154928,0.6629113181611997
l_74,arterial,West,peripheral,28822,39776,0.13676588897827835,0.9838021643358186
l_574,arterial,West,peripheral,28822,6592,0.2669902912621359,0.1781411538920898
l_2024,arterial,East,boundary,20224,51392,0.136986301369863,2.0046897030687654
l_815,arterial,East,peripheral,27324,20832,0.14592933947772657,0.4960510215043007
l_858,arterial,West,peripheral,43962,29088,0.132013201320132,0.44553933830882503
l_197,arterial,CBD,inner,12793,13952,0.1834862385321101,0.9648787048963039
l_190,arterial,CBD,inner,16700,2816,0.2840909090909091,0.10229008258296741
l_1902,motorway,MWY,boundary,90000,142208,0.12151215121512152,1.1117695523901123
l_1188,motorway,MWY,peripheral,90000,8224,0.19455252918287938,0.06639788030765632
l_1776,motorway,MWY,peripheral,95000,168672,0.13849364446974008,1.3950559225759915
l_577,arterial,CBD,inner,25486,82208,0.1479174776177501,2.270705360798275
l_889,arterial,West,peripheral,17823,17856,0.15232974910394265,0.661622787810657
l_2102,motorway,MWY,peripheral,90000,121312,0.14639936692165656,1.0760887855183063
l_2213,motorway,MWY,peripheral,8296,28704,0.1505016722408027,2.3901894375101045
l_1407,arterial,East,peripheral,20157,928,0.1724137931034483,0.022097106794308766
l_514,arterial,CBD,inner,4804,8448,0.32196969696969696,1.7305573215294505
l_285,arterial,West,peripheral,17823,9600,0.18333333333333332,0.4459178500472128
l_846,arterial,East,peripheral,18554,30080,0.19680851063829788,1.173851950380993
l_223,arterial,West,peripheral,16734,14816,0.17278617710583152,0.6716964955316473
l_135,arterial,CBD,inner,21939,46976,0.13283378746594005,1.3863843338506503
l_260,arterial,CBD,inner,18554,320,1,0.017839006278146444
l_562,arterial,West,peripheral,43962,19648,0.1465798045602606,0.29636229223333577
l_443,arterial,West,peripheral,25694,10752,0.20833333333333334,0.29700239842759374
l_1461,arterial,East,boundary,24996,41376,0.16241299303944315,1.2185258518569617
l_1404,arterial,CBD,inner,18554,2336,0.273972602739726,0.06279043058032649
l_1520,arterial,West,peripheral,34625,56480,0.14447592067988668,1.2379113940386461
l_1371,arterial,East,boundary,12793,23200,0.14482758620689656,1.3492158948880355
l_904,arterial,West,peripheral,11780,214016,0.08821770334928229,10.65940358590399
l_1061,arterial,East,boundary,27326,27456,0.15734265734265734,0.635921297263756
l_396,arterial,East,boundary,14414,17408,0.14705882352941177,0.9004146068526583
l_709,arterial,East,peripheral,27324,22240,0.17266187050359713,0.519590449237944
l_1559,arterial,West,peripheral,16204,0,0,0
l_112,arterial,West,peripheral,43962,29728,0.12917115177610333,0.4601039422660073
l_595,arterial,East,peripheral,15906,10976,0.1749271137026239,0.5496823471423622
l_243,arterial,West,boundary,34625,98496,0.13482781026640675,2.0655987509135434
l_954,arterial,West,peripheral,28195,47456,0.13149022252191503,1.2133523715927375
l_2678,motorway,MWY,boundary,90000,6816,0.18779342723004694,0.03911650155154177
l_535,arterial,East,boundary,12793,38688,0.15301902398676592,2.2146129479054197
l_770,arterial,West,boundary,9523,12320,0.15584415584415584,0.9085867864299717
l_1385,arterial,East,peripheral,12000,44128,0.1559100797679478,2.749055062287083
l_1227,arterial,East,boundary,6446,608,0.5263157894736842,0.014403769911996354
l_2137,motorway,MWY,peripheral,90000,0,0,0
l_926,arterial,CBD,inner,24996,39520,0.15384615384615385,1.1846620766996228
l_1870,motorway,MWY,peripheral,85000,4672,0.2054794520547945,0.03450196854435492
l_1279,arterial,CBD,inner,16204,576,0.5555555555555556,0.01641405319128425
l_2525,motorway,MWY,peripheral,85000,72064,0.15541740674955595,0.6967986168656883
l_1172,arterial,East,boundary,3000,24384,0.1837270341207349,6.756051959583555
l_1479,arterial,East,boundary,25748,0,0,0
l_618,arterial,West,peripheral,17823,56192,0.13952164009111617,2.3213389019802646
l_1190,arterial,East,peripheral,12000,88448,0.13205499276410998,5.4389381524636065
l_2045,arterial,West,peripheral,12512,8224,0.2140077821011673,0.4061814404941082
l_734,arterial,West,boundary,28195,75872,0.13707296499367355,2.0547900321524377
l_622,arterial,CBD,inner,16293,18688,0.14554794520547945,0.5855326888740662
l_311,arterial,West,peripheral,4318,19168,0.15859766277128548,3.248409015662788
l_720,arterial,East,peripheral,9627,8512,0.20676691729323307,0.5423861247930574
l_104,arterial,West,peripheral,12562,18688,0.14554794520547945,1.0387397165354535
l_258,arterial,West,peripheral,43962,24512,0.1370757180156658,0.3622968357355507
l_965,arterial,CBD,inner,16700,2624,0.3048780487804878,0.09206215281479005
l_627,arterial,CBD,inner,16293,19584,0.1388888888888889,0.641461682206533
l_1821,arterial,East,peripheral,9523,22112,0.22431259044862517,1.8046815194140835
l_848,arterial,West,peripheral,8296,16096,0.14910536779324055,1.3702081390084686
l_1767,motorway,MWY,peripheral,95000,40960,0.16015625,0.3676344362957449
l_185,arterial,CBD,inner,8869,7904,0.18218623481781376,0.6658854657129827
l_2084,motorway,MWY,peripheral,85000,141120,0.11678004535147392,1.1604367382354264
l_617,arterial,East,peripheral,9627,15872,0.1814516129032258,0.953371727123809
l_1168,arterial,East,peripheral,3000,30592,0.18828451882845187,7.98922800205696
l_1232,arterial,West,boundary,20224,50784,0.14177693761814744,1.9236393408051122
l_581,arterial,CBD,inner,12512,19200,0.14166666666666666,0.8973830821801547
l_584,arterial,West,peripheral,28822,44256,0.1373825018076645,1.0505077653058548
l_747,arterial,East,peripheral,9627,8192,0.234375,0.5231130392115677
l_528,arterial,CBD,inner,7124,12800,0.1875,1.0069960938970985
l_44,arterial,East,peripheral,15481,38976,0.16420361247947454,1.9470634135399552
l_172,arterial,CBD,inner,8479,13248,0.20531400966183574,1.2331035260243979
l_975,arterial,East,peripheral,12000,1280,0.375,0.029199683959886702
l_554,arterial,West,peripheral,43962,12992,0.16009852216748768,0.16342974423263038
l_623,arterial,West,peripheral,17823,56192,0.13952164009111617,2.3215637473792845
l_1589,arterial,East,boundary,4804,9280,0.29310344827586204,1.8123973159300006
l_473,arterial,West,peripheral,12562,10016,0.1597444089456869,0.5723697869780294
l_744,arterial,West,peripheral,34625,24384,0.15748031496062992,0.4750099546865307
l_1588,arterial,CBD,inner,16700,16256,0.18700787401574803,0.8074373463897895
l_122,arterial,West,boundary,16204,34496,0.12059369202226346,1.41470610150413
l_951,arterial,West,peripheral,43962,13632,0.12910798122065728,0.1820969067647811
l_558,arterial,West,peripheral,43962,9184,0.1916376306620209,0.14668640334534125
l_1732,arterial,West,peripheral,23275,10176,0.22012578616352202,0.2887992768738143
l_879,arterial,East,peripheral,27324,28096,0.1480637813211845,0.6890060165736281
l_665,arterial,East,peripheral,25748,28928,0.14933628318584072,0.7489331031376155
l_25,arterial,CBD,inner,25486,82720,0.1450676982591876,2.2895157732453386
l_1835,motorway,MWY,peripheral,90000,13760,0.13953488372093023,0.09159869790023868
l_255,arterial,West,peripheral,16734,23200,0.15172413793103448,1.0735185065553154
l_611,arterial,CBD,inner,21939,75392,0.14855687606112053,2.257787496784298
l_45,arterial,East,peripheral,9627,10400,0.2,0.6275330034667157
l_114,arterial,East,boundary,24996,41792,0.16462480857580397,1.3037886235871017
l_151,arterial,West,peripheral,28822,7872,0.3048780487804878,0.2081307670841052
l_436,arterial,West,peripheral,17823,6720,0.16666666666666666,0.30610878523194984
l_1861,arterial,East,peripheral,6446,14048,0.19362186788154898,1.6699069919364766
l_1668,arterial,East,boundary,9523,832,0.38461538461538464,0.049633972585964393
l_69,arterial,East,peripheral,27324,90016,0.14219694276573053,2.3658201716966194
l_605,arterial,West,peripheral,28822,42016,0.13328255902513328,1.0053547243543288
l_992,arterial,East,peripheral,10821,48000,0.14,3.4096386043843263
l_132,arterial,West,peripheral,4318,13952,0.1834862385321101,2.339877086634395
l_841,arterial,East,peripheral,15481,29824,0.1609442060085837,1.5369025909288447
l_977,arterial,West,peripheral,16734,15712,0.15274949083503056,0.7164747547455168
l_387,arterial,East,peripheral,4863,40768,0.14521193092621665,6.517847387495705
l_785,arterial,East,peripheral,15177,40576,0.15772870662460567,1.98809043237983
l_859,arterial,West,peripheral,30484,143232,0.1306970509383378,3.57902334102577
l_1727,arterial,CBD,inner,8479,15392,0.18711018711018712,1.5155550902928805
l_86,arterial,CBD,inner,25748,9920,0.22580645161290322,0.3402953116836388
l_54,arterial,West,boundary,25486,12928,0.1485148514851485,0.30212447633810036
l_738,arterial,CBD,inner,11780,215776,0.08749814622571556,10.750319299768528
l_1895,arterial,East,peripheral,6446,22336,0.19340974212034384,2.372993286550199
l_232,arterial,East,peripheral,12615,51232,0.1561524047470331,3.242952614225093
l_504,arterial,East,peripheral,38827,8928,0.1971326164874552,0.15534730537187452
l_666,arterial,East,peripheral,25748,28800,0.14444444444444443,0.735282938833289
l_722,arterial,West,boundary,13785,32896,0.14591439688715954,1.5268540704355391
l_2495,arterial,CBD,inner,20224,50784,0.15122873345935728,1.9320042075649035
l_645,arterial,CBD,inner,12615,44224,0.15557163531114326,2.7629523935654308
l_383,arterial,East,peripheral,27324,88064,0.14534883720930233,2.286461364337354
l_883,arterial,West,peripheral,17823,34432,0.13475836431226765,1.407204619220377
l_1831,arterial,East,peripheral,25748,42272,0.1286903860711582,1.0996194759474598
l_888,arterial,CBD,inner,12512,4928,0.22727272727272727,0.2573660882134176
l_71,arterial,West,peripheral,18012,12256,0.16971279373368145,0.5309622827654259
l_352,arterial,CBD,inner,8479,19104,0.15912897822445563,1.8268531952425309
l_580,arterial,West,peripheral,34625,24832,0.1481958762886598,0.4733689223262908
l_224,arterial,East,peripheral,15481,37376,0.16695205479452055,1.9365557221950216
l_1904,arterial,West,boundary,28195,53856,0.14854426619132502,1.4909073105317157
l_745,arterial,East,peripheral,20157,29664,0.1779935275080906,1.1514310921894901
l_838,arterial,West,peripheral,17823,16896,0.16098484848484848,0.6512517967134648
l_2283,motorway,MWY,boundary,90000,159552,0.11231448054552748,1.2096258693549018
l_96,arterial,West,peripheral,17823,56256,0.13936291240045506,2.328959168222755
l_795,arterial,CBD,inner,25486,12672,0.15151515151515152,0.29867992062972454
l_2613,motorway,MWY,peripheral,85000,72704,0.15404929577464788,0.7034729111332721
l_2086,motorway,MWY,peripheral,85000,0,0,0
l_136,arterial,East,peripheral,18554,5184,0.15432098765432098,0.17108647066267782
l_424,arterial,CBD,inner,25748,10496,0.22865853658536586,0.323684715182244
l_715,arterial,CBD,inner,9523,21280,0.22556390977443608,1.7533154296577713
l_316,arterial,CBD,inner,16204,34496,0.11595547309833024,1.3617462350507479
l_2399,arterial,CBD,inner,20224,59328,0.15102481121898598,2.1166901539183507
l_531,arterial,East,boundary,8869,5920,0.2702702702702703,0.5315457910755872
l_2654,arterial,East,boundary,27326,22848,0.15406162464985995,0.5367605041986241
l_850,arterial,West,boundary,16293,1632,0.39215686274509803,0.0676440382779301
l_216,arterial,CBD,inner,16700,15040,0.1595744680851064,0.7549961013710798
l_1419,arterial,East,peripheral,20157,45024,0.15991471215351813,1.6655767997943935
l_47,arterial,East,peripheral,9627,8512,0.20676691729323307,0.5225674350372607
l_1769,motorway,MWY,peripheral,90000,197920,0.12611156022635409,1.5672299981206244
l_1107,arterial,CBD,inner,23275,6144,0.15625,0.1841776144226513
l_272,arterial,East,peripheral,15177,8032,0.17928286852589642,0.39575547809663003
l_129,arterial,West,peripheral,8296,16576,0.1833976833976834,1.4976250757973062
l_1866,arterial,East,peripheral,25748,42400,0.12830188679245283,1.1258593446799356
l_461,arterial,West,peripheral,16700,56096,0.11979463776383342,2.107137227516466
l_1721,arterial,CBD,inner,12793,1440,0.3333333333333333,0.07129499135028664
l_268,arterial,West,peripheral,8296,16896,0.17992424242424243,1.4974509686979895
l_748,arterial,West,peripheral,28195,48384,0.1455026455026455,1.2499094302890663
l_110,arterial,West,peripheral,28822,9792,0.29411764705882354,0.29013205773785367
l_707,arterial,West,peripheral,43962,24992,0.14084507042253522,0.3747093828552621
l_1655,arterial,CBD,inner,9523,18912,0.18612521150592218,1.5574250288544482
l_2203,motorway,MWY,peripheral,90000,23552,0.20380434782608695,0.19581173933307774
l_2357,motorway,MWY,peripheral,8296,48416,0.13879709187045605,4.033707559724107
l_991,arterial,East,peripheral,18554,28352,0.19751693002257337,1.1172900184870422
l_415,arterial,CBD,inner,16293,17152,0.14925373134328357,0.5451073312995537
l_476,arterial,CBD,inner,13785,6432,0.17412935323383086,0.3408810313313033
l_263,arterial,East,peripheral,12000,9984,0.20833333333333334,0.7004284884886783
l_31,arterial,West,peripheral,9523,12384,0.1421188630490956,0.9264411124027955
l_783,arterial,West,peripheral,43962,28448,0.13498312710911137,0.44110625511728196
l_212,arterial,CBD,inner,25486,10688,0.19461077844311378,0.2895474006638322
l_18,arterial,East,boundary,12615,41536,0.15408320493066255,2.555417675873882
l_1212,arterial,CBD,inner,30388,26656,0.18607442977190877,0.7025529973325162
l_2473,motorway,MWY,peripheral,90000,3104,0.30927835051546393,0.024101367244203947
