link_id,class,group,position,adt_obs,veh_day_model
l_14,arterial,East,peripheral,27324,11580
l_2429,motorway,MWY,peripheral,90000,224340
l_2146,motorway,MWY,peripheral,85000,114120
l_809,arterial,West,peripheral,4318,4020
l_264,arterial,East,boundary,25748,16560
l_411,arterial,West,peripheral,12562,10260
l_97,arterial,East,peripheral,15481,29700
l_686,arterial,CBD,inner,25748,25620
l_2031,arterial,East,boundary,20224,148920
l_604,arterial,West,peripheral,28822,25500
l_2227,motorway,MWY,peripheral,90000,148620
l_850,arterial,West,boundary,16293,3120
l_904,arterial,West,peripheral,11780,230040
l_565,arterial,West,boundary,34625,65640
l_1781,arterial,CBD,inner,20224,131820
l_608,arterial,West,peripheral,28822,2640
l_991,arterial,East,peripheral,18554,34620
l_65,arterial,East,peripheral,9627,7920
l_641,arterial,CBD,inner,21939,102660
l_387,arterial,East,peripheral,4863,16560
l_885,arterial,West,peripheral,16293,1200
l_501,arterial,CBD,inner,12793,64200
l_359,arterial,CBD,inner,8479,47280
l_583,arterial,East,peripheral,9354,28320
l_1059,arterial,West,peripheral,16204,248100
l_213,arterial,West,peripheral,28195,14100
l_1655,arterial,CBD,inner,9523,48420
l_207,arterial,CBD,inner,25486,84720
l_2154,motorway,MWY,peripheral,90000,11040
l_1009,arterial,East,peripheral,20224,0
l_1367,arterial,CBD,inner,25486,12480
l_1053,arterial,CBD,inner,27326,40080
l_2285,arterial,East,boundary,20224,131820
l_227,arterial,East,peripheral,27324,11580
l_340,arterial,East,peripheral,15177,71340
l_2375,motorway,MWY,boundary,90000,360
l_2363,arterial,CBD,inner,30388,15000
l_740,arterial,West,peripheral,16734,8760
l_911,arterial,West,peripheral,28195,14100
l_982,arterial,East,peripheral,27324,1500
l_1010,arterial,CBD,inner,27326,81240
l_1486,arterial,West,peripheral,19825,28680
l_402,arterial,East,peripheral,18554,1380
l_294,arterial,East,peripheral,10821,16560
l_2473,motorway,MWY,peripheral,90000,1320
l_659,arterial,East,peripheral,27324,37020
l_319,arterial,West,boundary,16204,43800
l_622,arterial,CBD,inner,16293,57840
l_250,arterial,West,peripheral,19825,25620
l_1802,arterial,East,boundary,20224,143640
l_1238,arterial,CBD,inner,38827,18480
l_1347,arterial,West,peripheral,30484,59520
l_1554,motorway,MWY,inner,90000,3600
l_2546,arterial,East,boundary,27326,58020
l_2131,arterial,East,peripheral,30388,0
l_1558,arterial,West,peripheral,27326,225300
l_595,arterial,East,peripheral,15906,7740
l_293,arterial,West,peripheral,18012,3840
l_150,arterial,East,peripheral,18554,34620
l_724,arterial,East,boundary,25486,52500
l_1024,arterial,East,peripheral,3000,65640
l_187,arterial,CBD,inner,30388,25440
l_1356,arterial,West,peripheral,30484,59520
l_32,arterial,West,peripheral,30484,151500
l_1570,motorway,MWY,peripheral,90000,360
l_312,arterial,CBD,inner,21939,39660
l_1765,motorway,MWY,peripheral,95000,116220
l_1353,arterial,West,peripheral,28822,1920
l_870,arterial,CBD,inner,13785,81000
l_1868,arterial,CBD,inner,30388,34560
l_571,arterial,West,peripheral,28822,24900
l_527,arterial,East,peripheral,12259,33000
l_2219,arterial,East,peripheral,18554,13800
l_2176,arterial,East,peripheral,18554,0
l_391,arterial,CBD,inner,3000,38520
l_640,arterial,East,boundary,21939,114480
l_1903,arterial,East,peripheral,22621,195240
l_2685,motorway,MWY,peripheral,90000,215100
l_1120,arterial,CBD,inner,20224,132180
l_819,arterial,CBD,inner,21939,116040
l_339,arterial,East,peripheral,18554,1560
l_425,arterial,West,peripheral,17823,9420
l_914,arterial,West,peripheral,30484,151500
l_198,arterial,CBD,inner,16700,3600
l_1822,arterial,East,boundary,20224,0
l_913,arterial,CBD,inner,9523,43020
l_195,arterial,East,peripheral,15481,17880
l_2647,motorway,MWY,peripheral,85000,35520
l_681,arterial,CBD,inner,1564,33300
l_338,arterial,East,peripheral,15481,29700
l_2593,motorway,MWY,peripheral,85000,0
l_852,arterial,East,peripheral,15906,23580
l_464,arterial,West,peripheral,16734,8760
l_1834,motorway,MWY,peripheral,90000,91680
l_768,arterial,West,peripheral,17823,26280
l_154,arterial,East,peripheral,8771,145740
l_49,arterial,West,peripheral,43962,9420
l_2503,arterial,West,peripheral,28822,7680
l_2645,arterial,East,boundary,20157,78000
l_814,arterial,East,peripheral,18554,34500
l_1489,arterial,West,peripheral,16700,30420
l_1988,arterial,East,boundary,12259,10200
l_693,arterial,West,peripheral,43962,13080
l_281,arterial,West,peripheral,43962,19680
l_2361,arterial,CBD,inner,12793,82980
l_2537,motorway,MWY,boundary,90000,211320
l_1722,arterial,CBD,inner,12793,73200
l_1742,arterial,CBD,inner,30388,1560
l_1927,arterial,West,boundary,23275,32880
l_748,arterial,West,peripheral,28195,14820
l_92,arterial,West,peripheral,28822,1920
l_1404,arterial,CBD,inner,18554,10500
l_1186,motorway,MWY,peripheral,95000,77280
l_1544,motorway,MWY,peripheral,85000,123360
l_305,arterial,East,peripheral,15481,30180
l_695,arterial,East,boundary,24996,75600
l_261,arterial,CBD,inner,25748,26940
l_2122,motorway,MWY,peripheral,95000,3720
l_882,arterial,East,peripheral,27324,11580
l_506,arterial,CBD,inner,34625,64920
l_171,arterial,CBD,inner,24996,75840
l_1303,arterial,CBD,inner,7061,58920
l_367,arterial,CBD,inner,30388,23760
l_477,arterial,CBD,inner,25486,75000
l_2560,arterial,East,boundary,9523,43020
l_555,arterial,West,peripheral,43962,9060
l_2538,arterial,East,boundary,21939,126780
l_1132,arterial,West,boundary,20224,122580
l_902,arterial,West,peripheral,8296,5400
l_2322,motorway,MWY,peripheral,90000,0
l_794,arterial,West,peripheral,7783,4500
l_606,arterial,West,peripheral,28195,24480
l_958,arterial,East,peripheral,12512,54480
l_243,arterial,West,boundary,34625,65760
l_22,arterial,CBD,inner,12615,113520
l_930,arterial,West,peripheral,17823,9420
l_766,arterial,West,peripheral,16700,21480
l_149,arterial,East,peripheral,12000,1200
l_887,arterial,CBD,inner,3000,38160
l_283,arterial,West,peripheral,25694,2160
l_2511,motorway,MWY,peripheral,85000,47460
l_36,arterial,East,peripheral,27324,8220
l_1171,arterial,East,peripheral,12000,19620
l_2427,arterial,West,peripheral,23275,32940
l_597,arterial,West,boundary,34625,65160
l_11,arterial,East,peripheral,9354,28320
l_1232,arterial,West,boundary,20224,122580
l_423,arterial,East,boundary,24996,74280
l_1768,motorway,MWY,peripheral,95000,40740
l_285,arterial,West,peripheral,17823,9420
l_318,arterial,West,peripheral,11780,230700
l_313,arterial,East,peripheral,10821,16560
l_821,arterial,East,peripheral,20157,31920
l_869,arterial,West,boundary,16700,5040
l_903,arterial,East,peripheral,27324,2100
l_2336,arterial,CBD,inner,30388,48000
l_894,arterial,CBD,inner,12615,113520
l_559,arterial,West,peripheral,16734,15780
l_1598,motorway,MWY,peripheral,90000,148560
l_2215,motorway,MWY,boundary,90000,960
l_44,arterial,East,peripheral,15481,19740
l_431,arterial,East,peripheral,15906,11160
l_295,arterial,East,boundary,24996,74040
l_55,arterial,CBD,inner,16700,63960
l_1017,arterial,East,peripheral,22621,176040
l_2287,motorway,MWY,boundary,95000,0
l_322,arterial,East,peripheral,15481,19860
l_48,arterial,East,peripheral,15481,29700
l_2497,motorway,MWY,boundary,90000,211440
l_1142,arterial,CBD,inner,27326,42000
l_222,arterial,West,peripheral,15177,2280
l_822,arterial,CBD,inner,25748,28800
l_2153,motorway,MWY,peripheral,90000,11040
l_2155,motorway,MWY,inner,90000,1080
l_487,arterial,East,peripheral,15481,19740
l_1270,arterial,West,peripheral,27326,225300
l_239,arterial,East,peripheral,15481,18000
l_2185,motorway,MWY,peripheral,95000,23160
l_2240,arterial,West,peripheral,25694,0
l_395,arterial,East,boundary,12259,31200
l_771,arterial,CBD,inner,25748,26520
l_836,arterial,West,boundary,25486,69720
l_369,arterial,CBD,inner,16293,84960
l_47,arterial,East,peripheral,9627,6960
l_2326,arterial,East,peripheral,18554,13800
l_121,arterial,East,peripheral,15481,30780
l_770,arterial,West,boundary,9523,28800
l_125,arterial,CBD,inner,12259,32640
l_408,arterial,West,peripheral,12562,9780
l_203,arterial,CBD,inner,12615,111600
l_1454,arterial,East,boundary,24996,77040
l_309,arterial,East,boundary,8479,40800
l_851,arterial,CBD,inner,25486,73920
l_953,arterial,East,peripheral,27324,11580
l_656,arterial,East,peripheral,9369,10740
l_2378,arterial,West,peripheral,28195,15300
l_1325,arterial,East,boundary,12615,20400
l_1843,arterial,East,peripheral,25748,30120
l_2423,motorway,MWY,peripheral,95000,144240
l_986,arterial,CBD,inner,9523,25980
l_1894,arterial,East,boundary,6446,28680
l_276,arterial,West,peripheral,15177,2280
l_2354,arterial,West,peripheral,8296,2340
l_524,arterial,East,peripheral,24996,96060
l_469,arterial,West,peripheral,18012,3840
l_1726,arterial,CBD,inner,9523,47340
l_2060,motorway,MWY,peripheral,95000,144240
l_636,arterial,East,boundary,3000,37500
l_745,arterial,East,peripheral,20157,31920
l_301,arterial,West,peripheral,18012,6240
l_419,arterial,West,peripheral,16700,31860
l_704,arterial,West,peripheral,28195,24480
l_623,arterial,West,peripheral,17823,27120
l_344,arterial,West,peripheral,16734,8760
l_979,arterial,West,peripheral,30484,151140
l_2204,arterial,West,boundary,20224,106320
l_1839,motorway,MWY,peripheral,95000,143340
l_486,arterial,East,peripheral,27324,2220
l_1885,motorway,MWY,peripheral,90000,148620
l_366,arterial,East,peripheral,24996,71760
l_575,arterial,West,peripheral,4318,4020
l_631,arterial,East,peripheral,21939,39780
l_532,arterial,CBD,inner,12793,66420
l_1683,arterial,East,peripheral,4863,6420
l_33,arterial,CBD,inner,25486,75240
l_465,arterial,West,peripheral,16734,8760
l_472,arterial,East,peripheral,12793,73260
l_80,arterial,East,boundary,15177,0
l_390,arterial,East,peripheral,18554,1860
l_9,arterial,West,peripheral,19825,26760
l_965,arterial,CBD,inner,16700,8400
l_1877,arterial,West,boundary,23275,33360
l_2491,arterial,CBD,inner,20224,131940
l_666,arterial,East,peripheral,25748,40200
l_1782,arterial,East,boundary,20224,131820
l_1721,arterial,CBD,inner,12793,4620
l_50,arterial,CBD,inner,25748,32940
l_880,arterial,West,boundary,9523,29040
l_591,arterial,East,peripheral,15481,19740
l_99,arterial,CBD,inner,12512,13920
l_547,arterial,West,peripheral,43962,19680
l_2110,arterial,West,peripheral,28822,600
l_1289,arterial,CBD,inner,8479,62280
l_1323,arterial,East,boundary,23275,27180
l_711,arterial,CBD,inner,13785,71940
l_1169,arterial,West,boundary,34625,66240
l_674,arterial,East,peripheral,15906,8700
l_384,arterial,East,boundary,12793,73260
l_1776,motorway,MWY,peripheral,95000,173580
l_2114,motorway,MWY,peripheral,90000,212640
l_1732,arterial,West,peripheral,23275,28980
l_483,arterial,East,peripheral,27324,37020
l_201,arterial,East,boundary,16700,3600
l_974,arterial,East,peripheral,27324,11580
l_653,arterial,West,peripheral,28195,14100
l_1858,arterial,CBD,inner,30388,18000
l_1542,arterial,East,peripheral,18554,34260
l_1385,arterial,East,peripheral,12000,19860
l_275,arterial,West,peripheral,19825,24540
l_1820,arterial,East,peripheral,9523,43020
l_1421,arterial,West,peripheral,28195,14580
l_2687,arterial,West,peripheral,6000,11220
l_1439,arterial,East,peripheral,25748,1800
l_21,arterial,West,peripheral,18012,6240
l_470,arterial,West,peripheral,28195,24480
l_299,arterial,West,peripheral,8296,5400
l_98,arterial,East,peripheral,10658,10620
l_1160,arterial,West,boundary,13785,86580
l_2081,motorway,MWY,peripheral,85000,144720
l_345,arterial,West,peripheral,16734,15780
l_1313,arterial,CBD,inner,30388,420
l_616,arterial,East,peripheral,9627,7920
l_159,arterial,East,peripheral,12000,3060
l_980,arterial,West,boundary,9523,29040
l_320,arterial,West,boundary,16204,43800
l_57,arterial,West,peripheral,43962,9420
l_890,arterial,East,peripheral,34625,2160
l_2358,arterial,East,boundary,15177,3660
l_780,arterial,West,peripheral,28195,14820
l_249,arterial,East,peripheral,10658,10620
l_1415,arterial,West,peripheral,30484,61080
l_1278,arterial,West,peripheral,16204,248160
l_2671,motorway,MWY,peripheral,90000,540
l_765,arterial,West,peripheral,16734,15780
l_120,arterial,West,peripheral,28822,1920
l_1803,arterial,East,boundary,9523,0
l_405,arterial,East,boundary,12793,74100
l_2,arterial,East,peripheral,12512,39540
l_2602,motorway,MWY,peripheral,95000,143340
l_2654,arterial,East,boundary,27326,40560
l_2152,motorway,MWY,peripheral,90000,11040
l_752,arterial,West,boundary,13785,83160
l_833,arterial,East,peripheral,27324,11580
l_347,arterial,West,peripheral,18012,3840
l_162,arterial,West,peripheral,12562,9780
l_2216,arterial,West,peripheral,16293,1680
l_2260,arterial,CBD,inner,27326,240
l_28,arterial,West,peripheral,28822,1920
l_1438,arterial,East,peripheral,34625,2280
l_866,arterial,West,peripheral,17823,26280
l_2128,motorway,MWY,peripheral,85000,75900
l_1190,arterial,East,peripheral,12000,39960
l_437,arterial,West,peripheral,17823,9420
l_576,arterial,CBD,inner,16700,64320
l_592,arterial,East,peripheral,18554,1380
l_1189,arterial,West,peripheral,3000,600
l_1117,arterial,East,peripheral,21939,0
l_1957,arterial,CBD,inner,27326,40200
l_962,arterial,CBD,inner,9523,2280
l_830,arterial,East,peripheral,27324,7740
l_1534,motorway,MWY,peripheral,95000,0
l_558,arterial,West,peripheral,43962,11880
l_708,arterial,East,peripheral,15177,167520
l_2609,motorway,MWY,boundary,90000,120
l_1258,arterial,East,boundary,4804,42720
l_365,arterial,East,peripheral,24996,71760
l_252,arterial,East,peripheral,18554,1980
l_2514,arterial,West,peripheral,8296,2100
l_796,arterial,West,peripheral,28195,14820
l_516,arterial,CBD,inner,13785,78420
l_1798,arterial,West,peripheral,34625,107160
l_535,arterial,East,boundary,12793,87240
l_827,arterial,West,peripheral,19825,24540
l_1203,arterial,East,boundary,23275,28980
l_744,arterial,West,peripheral,34625,2400
l_671,arterial,East,peripheral,21939,42180
l_19,arterial,West,peripheral,19825,28200
l_288,arterial,West,peripheral,12562,10260
l_1145,arterial,East,boundary,3000,67860
l_1589,arterial,East,boundary,4804,44520
l_1175,arterial,West,peripheral,30484,60360
l_2635,arterial,CBD,inner,30388,38880
l_804,arterial,West,peripheral,16700,18660
l_696,arterial,West,boundary,9523,29760
l_842,arterial,West,peripheral,30484,151140
l_230,arterial,West,peripheral,4318,4020
l_34,arterial,West,peripheral,18012,2760
l_360,arterial,West,peripheral,28195,14460
l_88,arterial,West,peripheral,12562,9060
