id,start,end,maxspeed,streetName,junction
l_1370,n_id1421,n_id1420,50 km/h,Parnell Road,None
l_1371,n_id891,n_id892,30 km/h,Queen Street,None
l_1372,n_id1129,n_id1142,30 km/h,Customs Street E,None
l_1373,n_id1378,n_id1384,50 km/h,Carlton Gore Road,None
l_1374,n_id510,n_id503,50 km/h,New North Road,None
l_1375,n_id736,n_id720,50 km/h,New North Road,None
l_1376,n_id1134,n_id1136,50 km/h,Wellesley Street E,None
l_1377,n_id1399,n_id1409,50 km/h,Parnell Road,None
l_1378,n_id1409,n_id1412,50 km/h,Parnell Road,None
l_1379,n_id1409,n_id1403,50 km/h,Parnell Road,None
l_1380,n_id1403,n_id1399,50 km/h,Parnell Rise,None
l_1381,n_id1416,n_id1414,50 km/h,Broadway,None
l_1382,n_id1459,n_id1458,50 km/h,Parnell Road,None
l_1383,n_id520,n_id517,50 km/h,New North Road,None
l_1384,n_id1458,n_id1461,50 km/h,Ayr Street,None
l_1385,n_id1420,n_id1417,50 km/h,Broadway,None
l_1386,n_id257,n_id222,50 km/h,College Hill,None
l_1387,n_id222,n_id215,50 km/h,College Hill,None
l_1388,n_id1033,n_id1040,30 km/h,Customs Street W,None
l_1389,n_id1149,n_id1145,50 km/h,Grafton Road,None
l_1390,n_id960,n_id950,30 km/h,Symonds Street,None
l_1391,n_id251,n_id255,50 km/h,Bond Street,None
l_1392,n_id195,n_id204,50 km/h,Bond Street,None
l_1393,n_id1404,n_id1413,50 km/h,Davis Crescent,None
l_1394,n_id136,n_id138,50 km/h,Shelly Beach Road,None
l_1395,n_id1368,n_id1365,50 km/h,Parnell Rise,None
l_1396,n_id298,n_id294,50 km/h,New North Road,None
l_1397,n_id60,n_id58,50 km/h,Great North Road,None
l_1398,n_id117,n_id111,50 km/h,Great North Road,None
l_1399,n_id1202,n_id1195,30 km/h,Symonds Street,None
l_1400,n_id1201,n_id1187,30 km/h,Grafton Road,None
l_1401,n_id256,n_id259,50 km/h,Bond Street,None
l_1402,n_id1392,n_id1389,50 km/h,Broadway,None
l_1403,n_id1195,n_id1187,30 km/h,Symonds Street,None
l_1404,n_id1195,n_id1201,30 km/h,Grafton Road,None
l_1405,n_id116,n_id115,50 km/h,Jervois Road,None
l_1406,n_id957,n_id989,50 km/h,Khyber Pass Road,None
l_1407,n_id1373,n_id1368,50 km/h,Parnell Rise,None
l_1408,n_id849,n_id855,50 km/h,Symonds Street,None
l_1409,n_id855,n_id849,50 km/h,Symonds Street,None
l_1410,n_id485,n_id484,60 km/h,Ian McKinnon Drive,None
l_1411,n_id495,n_id485,60 km/h,Ian McKinnon Drive,None
l_1412,n_id869,n_id879,50 km/h,Khyber Pass Road,None
l_1413,n_id494,n_id496,60 km/h,Ian McKinnon Drive,None
l_1414,n_id496,n_id488,60 km/h,Ian McKinnon Drive,None
l_1415,n_id488,n_id495,60 km/h,Ian McKinnon Drive,None
l_1416,n_id116,n_id120,50 km/h,Shelly Beach Road,None
l_1417,n_id118,n_id116,50 km/h,Jervois Road,None
l_1418,n_id1365,n_id1362,50 km/h,Parnell Rise,None
l_1419,n_id1350,n_id1346,50 km/h,Parnell Rise,None
l_1420,n_id735,n_id755,50 km/h,Ian McKinnon Drive,None
l_1421,n_id179,n_id181,40 km/h,Ponsonby Road,None
l_1422,n_id892,n_id887,30 km/h,Queen Street,None
l_1423,n_id666,n_id683,50 km/h,Newton Road,None
l_1424,n_id755,n_id743,50 km/h,Upper Queen Street,None
l_1425,n_id181,n_id185,40 km/h,Ponsonby Road,None
l_1426,n_id866,n_id861,30 km/h,Karangahape Road,None
l_1427,n_id857,n_id869,50 km/h,Khyber Pass Road,None
l_1428,n_id190,n_id186,50 km/h,Ponsonby Road,None
l_1429,n_id199,n_id190,50 km/h,College Hill,None
l_1430,n_id673,n_id666,50 km/h,Upper Queen Street,None
l_1431,n_id262,n_id260,40 km/h,Ponsonby Road,None
l_1432,n_id1420,n_id1421,50 km/h,Broadway,None
l_1433,n_id1533,n_id1534,50 km/h,Gladstone Road,None
l_1434,n_id1531,n_id1530,50 km/h,Gladstone Road,None
l_1435,n_id313,n_id308,50 km/h,New North Road,None
l_1436,n_id330,n_id325,50 km/h,New North Road,None
l_1437,n_id765,n_id773,50 km/h,Newton Road,None
l_1438,n_id790,n_id773,50 km/h,Newton Road,None
l_1439,n_id785,n_id790,50 km/h,Symonds Street,None
l_1440,n_id797,n_id796,50 km/h,Symonds Street,None
l_1441,n_id418,n_id441,80 km/h,Northern Motorway,None
l_1442,n_id183,n_id176,50 km/h,Great North Road,None
l_1443,n_id379,n_id375,30 km/h,Entry 424 Fanshawe Street,None
l_1444,n_id382,n_id379,30 km/h,Entry 424 Fanshawe Street,None
l_1445,n_id577,n_id594,40 km/h,Exit 4B Nelson Street,None
l_1446,n_id578,n_id577,80 km/h,Entry 4 Hobson Street,None
l_1447,n_id292,n_id296,50 km/h,Williamson Avenue,None
l_1448,n_id444,n_id394,30 km/h,Wellington Street,None
l_1449,n_id444,n_id456,30 km/h,Wellington Street,None
l_1450,n_id1295,n_id1302,30 km/h,Anzac Avenue,None
l_1451,n_id1267,n_id1260,30 km/h,Anzac Avenue,None
l_1452,n_id1260,n_id1253,30 km/h,Anzac Avenue,None
l_1453,n_id1326,n_id1338,30 km/h,Parnell Rise,None
l_1454,n_id1324,n_id1326,30 km/h,Beach Road,None
l_1455,n_id19,n_id18,50 km/h,Jervois Road,None
l_1456,n_id18,n_id15,50 km/h,Jervois Road,None
l_1457,n_id20,n_id19,50 km/h,Jervois Road,None
l_1458,n_id188,n_id173,50 km/h,Richmond Road,None
l_1459,n_id90,n_id82,50 km/h,Richmond Road,None
l_1460,n_id114,n_id90,50 km/h,Richmond Road,None
l_1461,n_id1324,n_id1323,30 km/h,Beach Road,None
l_1462,n_id1411,n_id1406,50 km/h,Broadway,None
l_1463,n_id102,n_id88,50 km/h,Great North Road,None
l_1464,n_id1326,n_id1324,30 km/h,Beach Road,None
l_1465,n_id108,n_id122,50 km/h,Williamson Avenue,None
l_1466,n_id524,n_id537,30 km/h,Sam Wrigley Street,None
l_1467,n_id1384,n_id1391,50 km/h,Carlton Gore Road,None
l_1468,n_id1332,n_id1334,30 km/h,Beach Road,None
l_1469,n_id796,n_id790,50 km/h,Khyber Pass Road,None
l_1470,n_id1307,n_id1304,30 km/h,Alten Road,None
l_1471,n_id773,n_id790,50 km/h,Newton Road,None
l_1472,n_id1352,n_id1345,30 km/h,Quay Street,None
l_1473,n_id21,n_id17,50 km/h,Great North Road,None
l_1474,n_id289,n_id283,50 km/h,College Hill,None
l_1475,n_id149,n_id152,50 km/h,Shelly Beach Road,None
l_1476,n_id290,n_id292,50 km/h,Williamson Avenue,None
l_1477,n_id282,n_id290,50 km/h,Williamson Avenue,None
l_1478,n_id1323,n_id1324,30 km/h,Beach Road,None
l_1479,n_id1116,n_id1130,30 km/h,Symonds Street,None
l_1480,n_id1500,n_id1502,50 km/h,Ayr Street,None
l_1481,n_id1465,n_id1467,50 km/h,The Strand,None
l_1482,n_id1304,n_id1298,30 km/h,Alten Road,None
l_1483,n_id53,n_id50,50 km/h,Great North Road,None
l_1484,n_id1440,n_id1444,50 km/h,Parnell Road,None
l_1485,n_id1436,n_id1440,50 km/h,Parnell Road,None
l_1486,n_id316,n_id320,50 km/h,College Hill,None
l_1487,n_id336,n_id339,30 km/h,Beaumont Street,None
l_1488,n_id320,n_id316,50 km/h,College Hill,None
l_1489,n_id351,n_id339,30 km/h,Victoria Street W,None
l_1490,n_id1303,n_id1299,50 km/h,Stanley Street,None
l_1491,n_id854,n_id872,30 km/h,Mayoral Drive,None
l_1492,n_id844,n_id854,30 km/h,Mayoral Drive,None
l_1493,n_id394,n_id388,30 km/h,Wellington Street,None
l_1494,n_id462,n_id456,30 km/h,Wellington Street,None
l_1495,n_id456,n_id462,30 km/h,Wellington Street,None
l_1496,n_id462,n_id469,30 km/h,Wellington Street,None
l_1497,n_id469,n_id471,30 km/h,Wellington Street,None
l_1498,n_id456,n_id444,30 km/h,Wellington Street,None
l_1499,n_id469,n_id462,30 km/h,Wellington Street,None
l_1500,n_id286,n_id314,50 km/h,Picton Street,None
l_1501,n_id318,n_id314,50 km/h,Picton Street,None
l_1502,n_id326,n_id321,30 km/h,Hepburn Street,None
l_1503,n_id966,n_id970,50 km/h,Grafton Road,None
l_1504,n_id970,n_id966,50 km/h,Grafton Road,None
l_1505,n_id1474,n_id1476,50 km/h,The Strand,None
l_1506,n_id1351,n_id1363,50 km/h,Carlton Gore Road,None
l_1507,n_id631,n_id624,30 km/h,Cook Street,None
l_1508,n_id1116,n_id1117,30 km/h,Symonds Street,None
l_1509,n_id694,n_id695,30 km/h,Pitt Street,None
l_1510,n_id693,n_id694,30 km/h,Pitt Street,None
l_1511,n_id606,n_id611,30 km/h,Hopetoun Street,None
l_1512,n_id703,n_id707,30 km/h,Pitt Street,None
l_1513,n_id707,n_id708,30 km/h,Pitt Street,None
l_1514,n_id702,n_id703,30 km/h,Pitt Street,None
l_1515,n_id376,n_id373,30 km/h,Karangahape Road,None
l_1516,n_id1433,n_id1427,50 km/h,Parnell Road,None
l_1517,n_id1438,n_id1433,50 km/h,Parnell Road,None
l_1518,n_id358,n_id354,40 km/h,Ponsonby Road,None
l_1519,n_id376,n_id385,50 km/h,Newton Road,None
l_1520,n_id385,n_id373,50 km/h,Newton Road,None
l_1521,n_id1442,n_id1438,50 km/h,Parnell Road,None
l_1522,n_id938,n_id936,50 km/h,Grafton Road,None
l_1523,n_id941,n_id938,50 km/h,Grafton Road,None
l_1524,n_id1004,n_id999,30 km/h,Symonds Street,None
l_1525,n_id1008,n_id1004,30 km/h,Symonds Street,None
l_1526,n_id1344,n_id1355,50 km/h,Khyber Pass Road,None
l_1527,n_id974,n_id978,30 km/h,Mayoral Drive,None
l_1528,n_id962,n_id974,30 km/h,Mayoral Drive,None
l_1529,n_id1493,n_id1494,50 km/h,Saint Stephens Avenue,None
l_1530,n_id61,n_id71,50 km/h,Williamson Avenue,None
l_1531,n_id59,n_id61,50 km/h,Williamson Avenue,None
l_1532,n_id95,n_id93,50 km/h,Curran Street,None
l_1533,n_id1466,n_id1469,50 km/h,Parnell Road,None
l_1534,n_id1072,n_id1073,80 km/h,Southern Motorway,None
l_1535,n_id961,n_id958,50 km/h,Grafton Road,None
l_1536,n_id963,n_id979,80 km/h,Southern Motorway,None
l_1537,n_id979,n_id1001,80 km/h,Southern Motorway,None
l_1538,n_id967,n_id961,50 km/h,Grafton Road,None
l_1539,n_id961,n_id967,50 km/h,Grafton Road,None
l_1540,n_id967,n_id977,80 km/h,Entry 429 Wellesley Street,None
l_1541,n_id977,n_id1001,80 km/h,Entry 429 Wellesley Street,None
l_1542,n_id967,n_id966,50 km/h,Grafton Road,None
l_1543,n_id447,n_id452,80 km/h,Northwestern Motorway,None
l_1544,n_id429,n_id447,80 km/h,Northwestern Motorway,None
l_1545,n_id447,n_id452,80 km/h,Exit 4C Southern Motorway,None
l_1546,n_id429,n_id447,80 km/h,Exit 4C Southern Motorway,None
l_1547,n_id452,n_id455,80 km/h,Exit 4C Southern Motorway,None
l_1548,n_id935,n_id906,80 km/h,Northwestern Motorway,None
l_1549,n_id779,n_id758,80 km/h,Northern Motorway,None
l_1550,n_id697,n_id671,80 km/h,Northern Motorway,None
l_1551,n_id671,n_id653,80 km/h,Northern Motorway,None
l_1552,n_id1028,n_id1019,80 km/h,Northwestern Motorway,None
l_1553,n_id774,n_id769,30 km/h,Upper Queen Street,None
l_1554,n_id557,n_id552,80 km/h,Exit 427 Nelson Street,None
l_1555,n_id533,n_id521,30 km/h,Karangahape Road,None
l_1556,n_id543,n_id533,30 km/h,Karangahape Road,None
l_1557,n_id530,n_id541,30 km/h,Hopetoun Street,None
l_1558,n_id650,n_id649,40 km/h,Hobson Street Entry,None
l_1559,n_id650,n_id646,30 km/h,Pitt Street,None
l_1560,n_id424,n_id427,80 km/h,Northern Motorway,None
l_1561,n_id398,n_id375,40 km/h,Entry 424 Fanshawe Street,None
l_1562,n_id912,n_id922,30 km/h,Sturdee Street,None
l_1563,n_id154,n_id163,80 km/h,Northern Motorway,None
l_1564,n_id163,n_id154,80 km/h,Northern Motorway,None
l_1565,n_id965,n_id935,80 km/h,Northwestern Motorway,None
l_1566,n_id1349,n_id1350,50 km/h,The Strand,None
l_1567,n_id1111,n_id1170,80 km/h,Southern Motorway,None
l_1568,n_id1077,n_id1081,50 km/h,Entry 430 Khyber Pass Road,None
l_1569,n_id407,n_id423,80 km/h,Northern Motorway,None
l_1570,n_id423,n_id418,80 km/h,Northern Motorway,None
l_1571,n_id249,n_id251,50 km/h,Bond Street,None
l_1572,n_id212,n_id219,50 km/h,Bond Street,None
l_1573,n_id68,n_id60,50 km/h,Great North Road,None
l_1574,n_id122,n_id148,50 km/h,Williamson Avenue,None
l_1575,n_id159,n_id172,50 km/h,Williamson Avenue,None
l_1576,n_id218,n_id188,50 km/h,Richmond Road,None
l_1577,n_id37,n_id34,50 km/h,Richmond Road,None
l_1578,n_id10,n_id6,50 km/h,Richmond Road,None
l_1579,n_id940,n_id947,30 km/h,Mayoral Drive,None
l_1580,n_id947,n_id962,30 km/h,Mayoral Drive,None
l_1581,n_id998,n_id983,30 km/h,Mayoral Drive,None
l_1582,n_id983,n_id998,30 km/h,Mayoral Drive,None
l_1583,n_id806,n_id787,30 km/h,Vincent Street,None
l_1584,n_id806,n_id824,30 km/h,Mayoral Drive,None
l_1585,n_id848,n_id806,30 km/h,Mayoral Drive,None
l_1586,n_id862,n_id848,30 km/h,Mayoral Drive,None
l_1587,n_id191,n_id189,40 km/h,Ponsonby Road,None
l_1588,n_id1055,n_id1043,30 km/h,Victoria Street E,None
l_1589,n_id1064,n_id1055,30 km/h,Bowen Avenue,None
l_1590,n_id1437,n_id1441,50 km/h,The Strand,None
l_1591,n_id189,n_id185,40 km/h,Ponsonby Road,None
l_1592,n_id1079,n_id1092,30 km/h,Bowen Avenue,None
l_1593,n_id1428,n_id1431,50 km/h,The Strand,None
l_1594,n_id1260,n_id1267,30 km/h,Anzac Avenue,None
l_1595,n_id1279,n_id1284,30 km/h,Beach Road,None
l_1596,n_id1274,n_id1279,30 km/h,Beach Road,None
l_1597,n_id1400,n_id1369,50 km/h,Quay Street,None
l_1598,n_id375,n_id355,80 km/h,Entry 424 Fanshawe Street,None
l_1599,n_id1071,n_id1049,30 km/h,Quay Street,None
l_1600,n_id449,n_id458,30 km/h,Beaumont Street,None
l_1601,n_id458,n_id465,30 km/h,Beaumont Street,None
l_1602,n_id465,n_id474,30 km/h,Beaumont Street,None
l_1603,n_id143,n_id154,80 km/h,Northern Motorway,None
l_1604,n_id1257,n_id1252,30 km/h,Symonds Street,None
l_1605,n_id1019,n_id1058,50 km/h,Park Road,None
l_1606,n_id347,n_id364,50 km/h,New North Road,None
l_1607,n_id1319,n_id1320,30 km/h,Beach Road,None
l_1608,n_id1527,n_id1526,50 km/h,Gladstone Road,None
l_1609,n_id82,n_id77,50 km/h,Richmond Road,None
l_1610,n_id1373,n_id1374,50 km/h,Parnell Rise,None
l_1611,n_id1518,n_id1517,50 km/h,Gladstone Road,None
l_1612,n_id1385,n_id1399,50 km/h,Parnell Rise,None
l_1613,n_id76,n_id66,50 km/h,Jervois Road,None
l_1614,n_id1367,n_id1373,50 km/h,Parnell Rise,None
l_1615,n_id1096,n_id1120,50 km/h,Park Road,None
l_1616,n_id1426,n_id1429,50 km/h,Parnell Road,None
l_1617,n_id1148,n_id1168,30 km/h,Bowen Avenue,None
l_1618,n_id1107,n_id1122,50 km/h,Khyber Pass Road,None
l_1619,n_id895,n_id894,30 km/h,Queen Street,None
l_1620,n_id1198,n_id1218,50 km/h,Park Road,None
l_1621,n_id1215,n_id1200,50 km/h,Park Road,None
l_1622,n_id1404,n_id1398,50 km/h,Davis Crescent,None
l_1623,n_id1398,n_id1391,50 km/h,Davis Crescent,None
l_1624,n_id976,n_id971,30 km/h,Symonds Street,None
l_1625,n_id1112,n_id1095,50 km/h,Grafton Road,None
l_1626,n_id1234,n_id1242,30 km/h,Waterloo Quadrant,None
l_1627,n_id508,n_id535,30 km/h,Jellicoe Street,None
l_1628,n_id1090,n_id1078,50 km/h,Grafton Road,None
l_1629,n_id406,n_id393,30 km/h,Victoria Street W,None
l_1630,n_id1297,n_id1280,30 km/h,Anzac Avenue,None
l_1631,n_id1264,n_id1276,30 km/h,Alten Road,None
l_1632,n_id1138,n_id1133,50 km/h,Grafton Road,None
l_1633,n_id1289,n_id1287,30 km/h,Alten Road,None
l_1634,n_id1242,n_id1258,30 km/h,Waterloo Quadrant,None
l_1635,n_id360,n_id352,30 km/h,Hepburn Street,None
l_1636,n_id1168,n_id1174,30 km/h,Bowen Avenue,None
l_1637,n_id1091,n_id1101,80 km/h,Entry 430 Khyber Pass Road,None
l_1638,n_id1115,n_id1112,50 km/h,Grafton Road,None
l_1639,n_id81,n_id84,50 km/h,Curran Street,None
l_1640,n_id1395,n_id1394,50 km/h,Broadway,None
l_1641,n_id1408,n_id1404,50 km/h,Davis Crescent,None
l_1642,n_id1537,n_id1538,50 km/h,Tamaki Drive,None
l_1643,n_id894,n_id891,30 km/h,Queen Street,None
l_1644,n_id64,n_id54,50 km/h,Richmond Road,None
l_1645,n_id54,n_id49,50 km/h,Richmond Road,None
l_1646,n_id67,n_id64,50 km/h,Richmond Road,None
l_1647,n_id317,n_id312,40 km/h,Ponsonby Road,None
l_1648,n_id1174,n_id1184,30 km/h,Waterloo Quadrant,None
l_1649,n_id77,n_id75,50 km/h,Richmond Road,None
l_1650,n_id367,n_id360,30 km/h,Wellington Street,None
l_1651,n_id1320,n_id1322,30 km/h,Beach Road,None
l_1652,n_id91,n_id89,50 km/h,Curran Street,None
l_1653,n_id504,n_id508,30 km/h,Beaumont Street,None
l_1654,n_id378,n_id372,30 km/h,Victoria Street W,None
l_1655,n_id1093,n_id1068,30 km/h,Wellesley Street E,None
l_1656,n_id371,n_id374,30 km/h,Beaumont Street,None
l_1657,n_id350,n_id356,30 km/h,Beaumont Street,None
l_1658,n_id372,n_id369,30 km/h,Victoria Street W,None
l_1659,n_id1276,n_id1281,30 km/h,Alten Road,None
l_1660,n_id1281,n_id1289,30 km/h,Alten Road,None
l_1661,n_id1141,n_id1148,30 km/h,Bowen Avenue,None
l_1662,n_id123,n_id141,80 km/h,Northern Motorway,None
l_1663,n_id1322,n_id1325,30 km/h,Beach Road,None
l_1664,n_id1031,n_id1022,30 km/h,Symonds Street,None
l_1665,n_id1086,n_id1071,30 km/h,Quay Street,None
l_1666,n_id3,n_id2,50 km/h,Jervois Road,None
l_1667,n_id1501,n_id1492,50 km/h,Gladstone Road,None
l_1668,n_id1056,n_id1042,30 km/h,Wellesley Street E,None
l_1669,n_id1171,n_id1157,50 km/h,Mountain Road,None
l_1670,n_id931,n_id930,30 km/h,Symonds Street,None
l_1671,n_id1120,n_id1131,50 km/h,Park Road,None
l_1672,n_id1061,n_id1056,30 km/h,Wellesley Street E,None
l_1673,n_id1143,n_id1156,50 km/h,Park Road,None
l_1674,n_id1131,n_id1143,50 km/h,Park Road,None
l_1675,n_id229,n_id226,50 km/h,Richmond Road,None
l_1676,n_id1022,n_id1015,30 km/h,Symonds Street,None
l_1677,n_id1146,n_id1183,50 km/h,Khyber Pass Road,None
l_1678,n_id1101,n_id1111,80 km/h,Entry 430 Khyber Pass Road,None
l_1679,n_id1111,n_id1170,80 km/h,Entry 430 Khyber Pass Road,None
l_1680,n_id460,n_id457,60 km/h,Ian McKinnon Drive,None
l_1681,n_id1179,n_id1178,50 km/h,Mountain Road,None
l_1682,n_id1399,n_id1403,50 km/h,Parnell Rise,None
l_1683,n_id1413,n_id1408,50 km/h,Davis Crescent,None
l_1684,n_id1,n_id0,50 km/h,Jervois Road,None
l_1685,n_id2,n_id1,50 km/h,Jervois Road,None
l_1686,n_id476,n_id483,50 km/h,New North Road,None
l_1687,n_id1224,n_id1215,50 km/h,Park Road,None
l_1688,n_id1122,n_id1127,50 km/h,Khyber Pass Road,None
l_1689,n_id26,n_id24,50 km/h,Great North Road,None
l_1690,n_id112,n_id141,80 km/h,Entry 423 Curran Street,None
l_1691,n_id1508,n_id1501,50 km/h,Gladstone Road,None
l_1692,n_id1512,n_id1508,50 km/h,Gladstone Road,None
l_1693,n_id388,n_id367,30 km/h,Wellington Street,None
l_1694,n_id1513,n_id1515,50 km/h,Gladstone Road,None
l_1695,n_id1414,n_id1411,50 km/h,Broadway,None
l_1696,n_id144,n_id139,50 km/h,Shelly Beach Road,None
l_1697,n_id24,n_id21,50 km/h,Great North Road,None
l_1698,n_id283,n_id268,50 km/h,College Hill,None
l_1699,n_id268,n_id257,50 km/h,College Hill,None
l_1700,n_id1287,n_id1293,30 km/h,Alten Road,None
l_1701,n_id1176,n_id1181,50 km/h,Park Road,None
l_1702,n_id1156,n_id1176,50 km/h,Park Road,None
l_1703,n_id1190,n_id1198,50 km/h,Park Road,None
l_1704,n_id1188,n_id1190,50 km/h,Park Road,None
l_1705,n_id599,n_id590,30 km/h,Halsey Street,None
l_1706,n_id1505,n_id1507,50 km/h,Ayr Street,None
l_1707,n_id1502,n_id1505,50 km/h,Ayr Street,None
l_1708,n_id5,n_id4,50 km/h,Richmond Road,None
l_1709,n_id93,n_id91,50 km/h,Curran Street,None
l_1710,n_id393,n_id387,30 km/h,Victoria Street W,None
l_1711,n_id374,n_id386,30 km/h,Beaumont Street,None
l_1712,n_id386,n_id398,30 km/h,Beaumont Street,None
l_1713,n_id245,n_id247,50 km/h,Bond Street,None
l_1714,n_id241,n_id245,50 km/h,Bond Street,None
l_1715,n_id219,n_id223,50 km/h,Bond Street,None
l_1716,n_id32,n_id31,50 km/h,Great North Road,None
l_1717,n_id31,n_id26,50 km/h,Great North Road,None
l_1718,n_id148,n_id159,50 km/h,Williamson Avenue,None
l_1719,n_id312,n_id309,40 km/h,Ponsonby Road,None
l_1720,n_id226,n_id218,50 km/h,Richmond Road,None
l_1721,n_id871,n_id873,30 km/h,Queen Street,None
l_1722,n_id873,n_id880,30 km/h,Queen Street,None
l_1723,n_id898,n_id895,30 km/h,Queen Street,None
l_1724,n_id49,n_id37,50 km/h,Richmond Road,None
l_1725,n_id6,n_id5,50 km/h,Richmond Road,None
l_1726,n_id1068,n_id1061,30 km/h,Wellesley Street E,None
l_1727,n_id998,n_id1010,30 km/h,Mayoral Drive,None
l_1728,n_id1538,n_id1539,50 km/h,Tamaki Drive,None
l_1729,n_id572,n_id579,30 km/h,Halsey Street,None
l_1730,n_id83,n_id78,50 km/h,Curran Street,None
l_1731,n_id426,n_id417,30 km/h,Karangahape Road,None
l_1732,n_id726,n_id730,40 km/h,Nelson Street,None
l_1733,n_id789,n_id794,40 km/h,Nelson Street,None
l_1734,n_id334,n_id328,50 km/h,Great North Road,None
l_1735,n_id328,n_id322,50 km/h,Great North Road,None
l_1736,n_id1014,n_id1010,30 km/h,Mayoral Drive,None
l_1737,n_id880,n_id873,30 km/h,Queen Street,None
l_1738,n_id873,n_id860,30 km/h,Queen Street,None
l_1739,n_id1105,n_id1104,30 km/h,Quay Street,None
l_1740,n_id1104,n_id1086,30 km/h,Quay Street,None
l_1741,n_id1286,n_id1309,30 km/h,Quay Street,None
l_1742,n_id1309,n_id1314,30 km/h,Quay Street,None
l_1743,n_id1345,n_id1339,30 km/h,Quay Street,None
l_1744,n_id1243,n_id1238,80 km/h,Northwestern Motorway,None
l_1745,n_id1212,n_id1172,80 km/h,Northwestern Motorway,None
l_1746,n_id1172,n_id1158,80 km/h,Northwestern Motorway,None
l_1747,n_id1298,n_id1293,30 km/h,Alten Road,None
l_1748,n_id1335,n_id1311,50 km/h,Stanley Street,None
l_1749,n_id1311,n_id1307,50 km/h,Stanley Street,None
l_1750,n_id1299,n_id1277,50 km/h,Stanley Street,None
l_1751,n_id980,n_id984,30 km/h,Quay Street,None
l_1752,n_id1056,n_id1061,30 km/h,Wellesley Street E,None
l_1753,n_id1163,n_id1165,50 km/h,Grafton Road,None
l_1754,n_id1348,n_id1340,50 km/h,Stanley Street,None
l_1755,n_id1340,n_id1335,50 km/h,Stanley Street,None
l_1756,n_id1059,n_id1069,30 km/h,Bowen Avenue,None
l_1757,n_id1117,n_id1116,30 km/h,Symonds Street,None
l_1758,n_id141,n_id154,80 km/h,Northern Motorway,None
l_1759,n_id154,n_id163,80 km/h,Northern Motorway,None
l_1760,n_id509,n_id523,50 km/h,Newton Road,None
l_1761,n_id523,n_id509,50 km/h,Newton Road,None
l_1762,n_id440,n_id446,50 km/h,Newton Road,None
l_1763,n_id446,n_id455,50 km/h,Newton Road,None
l_1764,n_id521,n_id514,30 km/h,Karangahape Road,None
l_1765,n_id1170,n_id1175,80 km/h,Southern Motorway,None
l_1766,n_id1175,n_id1194,80 km/h,Southern Motorway,None
l_1767,n_id1229,n_id1237,80 km/h,Southern Motorway,None
l_1768,n_id1237,n_id1240,80 km/h,Southern Motorway,None
l_1769,n_id758,n_id723,80 km/h,Northern Motorway,None
l_1770,n_id723,n_id697,80 km/h,Northern Motorway,None
l_1771,n_id1357,n_id1362,50 km/h,Parnell Rise,None
l_1772,n_id595,n_id606,30 km/h,Hopetoun Street,None
l_1773,n_id1110,n_id1113,30 km/h,Symonds Street,None
l_1774,n_id1307,n_id1303,50 km/h,Stanley Street,None
l_1775,n_id1047,n_id1054,80 km/h,Southern Motorway,None
l_1776,n_id1065,n_id1077,80 km/h,Southern Motorway,None
l_1777,n_id1362,n_id1357,50 km/h,Parnell Rise,None
l_1778,n_id966,n_id967,50 km/h,Grafton Road,None
l_1779,n_id320,n_id324,50 km/h,College Hill,None
l_1780,n_id437,n_id446,50 km/h,Newton Road,None
l_1781,n_id763,n_id752,40 km/h,Fanshawe Street,None
l_1782,n_id770,n_id763,40 km/h,Fanshawe Street,None
l_1783,n_id479,n_id491,80 km/h,Northern Motorway,None
l_1784,n_id471,n_id469,30 km/h,Wellington Street,None
l_1785,n_id185,n_id181,40 km/h,Ponsonby Road,None
l_1786,n_id181,n_id178,40 km/h,Ponsonby Road,None
l_1787,n_id486,n_id506,30 km/h,Wellington Street,None
l_1788,n_id1372,n_id1375,50 km/h,The Strand,None
l_1789,n_id1383,n_id1380,50 km/h,The Strand,None
l_1790,n_id1412,n_id1409,50 km/h,Parnell Road,None
l_1791,n_id1460,n_id1452,50 km/h,The Strand,None
l_1792,n_id1452,n_id1449,50 km/h,The Strand,None
l_1793,n_id1464,n_id1460,50 km/h,The Strand,None
l_1794,n_id1467,n_id1465,50 km/h,The Strand,None
l_1795,n_id1465,n_id1464,50 km/h,The Strand,None
l_1796,n_id1453,n_id1450,50 km/h,Quay Street,None
l_1797,n_id1450,n_id1439,50 km/h,Quay Street,None
l_1798,n_id472,n_id502,50 km/h,Newton Road,None
l_1799,n_id496,n_id494,60 km/h,Ian McKinnon Drive,None
l_1800,n_id488,n_id496,60 km/h,Ian McKinnon Drive,None
l_1801,n_id850,n_id833,40 km/h,Fanshawe Street,None
l_1802,n_id833,n_id820,40 km/h,Fanshawe Street,None
l_1803,n_id1042,n_id1038,30 km/h,Wellesley Street E,None
l_1804,n_id805,n_id1056,30 km/h,Wellesley Street E,None
l_1805,n_id1079,n_id1069,30 km/h,Bowen Avenue,None
l_1806,n_id1069,n_id1064,30 km/h,Bowen Avenue,None
l_1807,n_id1165,n_id1162,50 km/h,Wellesley Street E,None
l_1808,n_id1162,n_id1158,50 km/h,Wellesley Street E,None
l_1809,n_id1093,n_id1097,30 km/h,Wellesley Street E,None
l_1810,n_id364,n_id347,50 km/h,New North Road,None
l_1811,n_id347,n_id343,50 km/h,New North Road,None
l_1812,n_id445,n_id435,60 km/h,Ian McKinnon Drive,None
